0,1,2,3,4
4.6829033,7.9749913,5.0988297,-0.011694761,6.732152
4.149506,2.8094044,4.828008,0.93094456,7.5163865
7.376683,6.934213,5.5369754,0.27159148,6.8807716
1.3465705,5.463313,4.419581,1.1342856,7.507378
7.582613,7.3356404,7.3547096,0.79350287,6.6702576
5.568451,4.608438,6.7116146,0.22828637,7.0660644
7.6251287,7.344824,7.260313,0.79579026,6.6511483
8.882574,6.1384916,4.217031,-0.13028829,6.6111455
5.079905,8.071478,5.093528,-0.14366043,6.544715
1.3616484,7.2278504,4.3902836,-0.117481425,7.933314
5.7616634,7.407115,6.1332,-0.1307264,7.4698167
3.9044518,2.7460792,5.049405,1.0153695,7.2279534
4.257748,2.8724806,4.665315,0.9224098,7.5493197
4.1761827,2.8322825,4.771888,0.9301438,7.5167675
5.1041503,3.4130585,3.7365153,0.9465253,7.7816935
1.8977722,7.156796,4.2348633,-0.61301005,5.5544853
1.1229233,5.189304,5.105745,1.1489279,8.190113
1.8464133,7.2291775,4.7436943,0.43782425,6.832246
6.1611824,7.079994,6.0302525,-0.3278078,7.7031603
3.2609177,3.7532635,5.4540544,0.7403743,7.264938
0.38523006,6.1723084,4.9771466,0.8797018,8.79803
1.2578758,5.988838,5.068638,-0.1052254,7.0087533
5.2087407,4.412525,6.489886,0.28197655,7.0922494
1.232278,6.8839397,5.241037,1.702202,7.1795015
1.0222602,7.9134927,4.3274364,-0.21872191,8.813526
6.139361,7.223366,5.9944634,-0.33760062,8.095067
1.519076,6.6571994,4.5487146,-0.7364209,6.677168
6.0636773,3.7414527,3.2940118,0.8606498,7.8539195
5.503842,7.4346194,5.8680425,-0.6279059,8.393073
6.2933455,4.179872,3.5419326,0.8481508,7.7269187
5.9228535,7.410452,5.9280567,-0.35077658,8.071491
0.591462,6.705797,3.0621932,0.33915606,7.583215
6.3036256,4.8039885,4.3625975,0.32739496,7.724707
0.75452006,5.870059,5.062168,0.9162339,8.4751625
1.3697332,7.739078,5.272084,1.3778632,7.502018
4.3387303,3.1217496,4.1618223,0.9816385,7.2193637
6.635249,7.661307,6.552594,-0.03668255,7.115246
2.3394883,7.3012147,4.1601562,-0.038648658,5.5027533
2.298641,7.1298227,4.914698,0.83163804,7.6791754
2.0409381,7.66208,4.902922,0.12658381,6.841599
6.344619,6.881281,6.1894875,-0.26694587,7.630763
5.6930685,3.5863006,3.3989968,0.9148712,7.8895016
1.333665,6.115515,4.540188,0.25722376,7.1304665
1.9132369,7.575838,4.2789135,0.16856667,8.000803
1.5930616,7.168489,4.0841527,-0.6495721,5.2365303
2.981351,3.470863,5.4044247,0.66742486,6.965168
1.6567706,7.7239285,4.4912806,0.55738854,7.402181
6.3589067,3.9601815,3.574453,1.0219113,7.4586
0.50046813,6.182727,3.1704922,0.21658453,7.399951
0.7377056,7.597222,4.058149,0.5352011,7.844964
3.7776406,3.2531123,5.7631364,0.715672,7.123077
6.9854164,7.591859,6.4635735,0.17337139,6.857268
1.7106699,7.1187882,4.3645906,-0.33580488,7.577253
3.1904862,7.6016417,6.252209,0.63631505,7.241564
3.193354,7.587787,6.2475076,0.6163142,7.2560463
1.3616905,6.740884,5.2853975,1.7531382,7.1780457
6.735445,8.483495,6.3090124,-0.21822874,7.7432666
3.128738,3.370548,5.214379,0.7120272,7.115784
5.2023535,7.824643,6.2571836,-0.18458529,7.7724333
6.7898107,5.542347,5.6606574,-0.2324743,7.749266
-0.023404028,7.644626,4.2065578,-0.27221426,8.653902
5.9532757,4.0249066,2.7385116,0.8537347,7.704131
0.48440853,7.44867,3.9314291,0.6823807,8.05395
6.0541134,5.6005015,7.2194147,-0.98441803,8.9716425
6.115027,5.5856633,7.0839186,-0.8374196,8.80569
0.99470925,7.0350366,5.2219815,0.69001716,8.112993
5.8084354,7.192026,5.8779345,-0.3849476,8.150205
1.3609519,7.5838356,5.418257,1.5258491,7.3439364
2.881761,4.1013365,5.4028316,0.5895271,7.0832157
3.1393633,2.2359211,4.751633,0.9505066,6.9744067
5.583345,7.7906413,6.037001,-0.2196603,7.8185563
1.6592845,8.100468,6.2923756,1.0066487,6.901442
0.7258706,7.4046726,3.7446263,0.74977314,7.734205
1.5073745,7.840015,5.6229453,0.34153706,7.0566106
6.4126654,6.8121195,6.018537,-0.7519714,8.203058
6.9800005,7.471542,6.288631,0.16059771,6.9060445
0.061011016,7.703832,4.6866536,-0.3949304,8.624246
6.473839,4.536187,4.5376897,0.5005652,7.5404916
3.944594,3.4415305,5.833156,0.64029634,7.1619406
8.838755,5.943642,4.1446924,-0.21649604,6.792456
7.3705297,5.4255595,4.334927,0.27514622,7.733029
3.882577,2.8601425,4.9925165,0.99325126,7.260702
5.790673,7.928695,6.7098336,0.2818067,7.2881937
5.7923045,3.9351256,3.0906563,0.8758565,7.5945716
1.2380198,7.357052,3.8840601,0.47620907,7.7274203
1.4757978,5.8939743,4.6390204,-0.4930461,6.4510813
4.201496,2.740872,4.779938,0.96552616,7.4772997
7.887719,7.470746,7.5762653,1.0047033,6.4795613
5.638443,4.790141,6.8097363,0.27815586,7.2083216
0.32392013,7.860295,4.9528866,-0.2566495,8.561362
6.0582995,5.605375,7.210784,-0.9712729,8.956518
1.2257088,6.0843053,4.4581423,-0.22235495,6.7228994
5.0541434,8.084886,5.050942,-0.14799137,6.5206857
5.1506934,3.4002595,3.8018086,0.96425664,7.6411037
0.9096349,7.225187,5.2058234,0.24929707,8.676911
5.5221176,3.4111602,3.7428775,0.99206376,7.2261477
6.377267,7.0891438,6.2973847,-0.3074565,7.570266
1.0796351,6.1357193,4.8190436,1.1754131,7.2185593
4.7779775,7.839949,5.4153533,0.045681354,6.9215965
6.8414617,7.3574166,6.7062407,0.051221997,7.205076
2.5524328,7.6826835,5.060586,0.7607296,7.5410175
6.608089,8.489421,6.121858,-0.3319921,7.940062
7.130248,6.613288,5.7417016,0.1662738,7.151097
5.487522,3.5866573,3.560195,0.9262476,7.825256
7.98098,5.172639,3.2791994,1.1917913,6.6535406
7.616604,7.135376,5.6034245,0.387101,6.646124
5.7048583,7.572005,6.7443194,-0.104505576,7.196849
6.0154285,7.306264,7.0063496,-0.036248077,7.2665052
6.8804207,7.60785,6.385129,0.09985217,6.9851246
6.025933,5.4124155,7.068265,-0.40423116,8.2405815
1.6663188,7.850415,5.397054,0.2682072,7.090386
5.7147126,6.608863,6.7092123,-0.30816337,7.9032464
0.548616,6.389018,2.9179463,0.25745642,7.3692527
1.2292587,7.6886244,5.106437,0.21648362,8.6003275
3.0240552,3.3287578,5.250827,0.7174376,7.1491256
6.3540473,6.382759,7.179411,-0.10801225,7.911754
5.5951977,3.4494944,3.7084079,0.98006153,7.2305007
6.3665466,6.018942,7.3344235,0.0249859,7.7695284
5.591576,5.131349,6.717982,0.1933248,7.1581635
4.2115855,2.7398393,4.4216857,0.9738697,7.3517985
5.811093,7.928178,6.711529,0.27832642,7.2949967
1.5543143,6.616755,4.10262,-0.9848444,5.838139
0.62368083,6.6759315,5.422643,0.5906103,8.565822
6.1247177,5.6637473,7.08289,-0.79706454,8.749627
6.233452,6.6392817,6.403723,-0.9620684,8.651018
6.4285665,6.8321366,6.359927,-0.17439884,7.4976473
2.0460994,7.6247687,4.816646,0.16334505,6.861506
4.7664237,7.838131,5.374259,0.07634222,6.867587
7.309699,7.18727,7.7493196,0.86165875,6.7521605
7.727965,4.8730283,4.589408,0.0768134,7.0812726
2.6393654,7.609172,4.5128407,-0.22872463,5.8704844
1.4017556,6.738709,3.9862955,-0.9024962,5.8388996
1.7408675,6.9463835,4.338428,-0.3504831,7.4610596
1.1432276,6.1490345,4.612706,0.49842736,6.9697037
4.0924997,2.8458838,4.804907,0.9232105,7.453893
1.6694807,7.1938133,3.9338617,-0.5069382,5.090448
0.39606532,6.2006807,5.001796,0.84808147,8.787254
6.399401,8.108072,5.991952,-0.256699,8.022835
4.300539,3.1873624,4.2759266,1.0471358,7.27411
1.3248184,7.0414762,5.445562,1.7433169,7.157422
2.7185824,7.763153,5.016031,0.5060129,7.617898
3.613636,2.5802655,4.788187,0.960947,7.1830053
5.6020923,7.7831125,6.555654,0.22571537,7.3802648
5.999816,5.4035544,7.06592,-0.29869908,8.094031
6.9761405,5.0156283,4.875572,0.2886808,7.47583
0.4272162,6.063073,4.200518,0.3939407,7.7607584
6.365105,4.3478293,3.9794195,0.671867,7.580998
1.136667,7.814318,4.5413613,-0.21496585,8.78761
3.7223125,2.6400414,5.243935,1.0076773,7.151851
6.4026384,4.487431,4.3482904,0.55528736,7.563569
7.7338963,4.864035,4.589521,0.07627374,7.0806003
6.0442853,5.158938,7.1051497,-0.10824874,7.908584
6.5445976,3.7974257,3.3331692,0.9204887,7.5799394
4.203794,2.8594866,4.154405,1.3502226,7.408887
1.752487,7.780428,5.196565,0.16500661,7.010256
5.998926,7.0783305,6.1415997,-0.61561584,8.282397
6.504837,7.751776,5.9027734,-0.2760587,7.7931914
6.2274666,7.1371546,6.167326,-0.7539595,8.107711
2.975957,3.8890605,5.3754854,0.7615289,7.345075
1.0051236,7.390673,3.7783673,0.5468043,7.484546
6.337622,6.0680995,7.2227592,-0.14106502,7.9404664
3.3681076,7.495348,6.3327174,0.5725382,7.281224
5.395753,3.4766166,3.5900805,0.92511207,7.833155
1.0965399,7.7396445,4.6041284,-0.19211133,8.769637
1.6937654,7.8434033,4.662274,0.34692067,7.2647805
3.7246304,2.6535046,5.364974,0.88872683,7.4048514
4.132408,2.820653,4.5634065,1.0621213,7.3611836
0.15616277,6.8914146,4.198798,0.28602973,8.219929
2.4752486,7.914886,5.2658577,0.94317734,7.467483
1.163367,6.638869,5.1237936,1.313798,7.2712307
6.522871,6.808549,6.392637,-0.134849,7.4041834
6.190796,7.252906,6.0055676,0.3523895,6.963863
1.2338115,5.1436014,4.8147216,1.1939253,7.986737
1.3379408,6.4785,4.358945,0.80078715,7.0620265
0.6151113,7.880067,4.2180834,-0.12799846,8.91746
2.4317095,7.7459207,5.0551004,0.75180876,7.3579636
3.5590355,2.6041968,4.825983,0.9560599,7.1636333
1.2333634,7.612181,4.8328376,0.38385895,7.6672406
7.020686,7.3480053,6.1301017,0.1872383,6.9069
1.6780645,4.544115,4.940889,0.9578375,7.9127693
0.37819564,7.479229,4.8443704,-0.2453527,8.520929
1.7969974,7.9003778,5.5431657,0.3784351,7.051095
6.0202494,5.642531,7.007135,-0.46871194,8.307214
5.3468676,4.933123,6.72926,0.34555328,7.154123
6.0233335,3.7703724,3.33927,0.84916997,7.850128
3.3541412,8.034541,5.0984416,0.339858,6.9788065
6.2041383,7.1953626,6.3472033,-0.36085764,7.7352815
1.3435658,7.1017265,5.4432435,1.8636321,7.2110915
3.889234,2.8005743,4.5481157,0.9696576,7.252087
0.17738764,7.6817317,4.7932777,-0.34906384,8.606033
3.6292922,8.010211,4.642766,0.030728936,6.709982
5.850452,7.551826,5.762152,-0.29731908,8.021676
1.5236896,5.92874,5.0411143,-0.28171352,6.9186997
0.3868402,7.6637125,4.8894343,-0.18074429,8.675352
7.0418696,6.8709493,6.0351524,0.28848976,7.0260854
8.83943,6.1307545,4.253749,-0.1197124,6.6213446
1.7736481,4.50862,4.920028,0.92656296,7.7819633
2.3475354,4.281969,4.963176,0.6037963,7.0436363
6.410141,6.334413,7.2767706,-0.06603216,7.8454013
3.978091,2.9128408,4.7016077,1.0370324,7.2580504
0.63156986,6.07505,5.0184755,0.8875048,8.5474205
1.8817699,7.076477,3.8820574,-0.36024937,5.034956
7.3637066,5.4325933,4.3215666,0.283538,7.7452073
8.00577,7.44955,7.6243086,1.1294254,6.3642035
1.5209417,7.04898,4.399764,-0.6282957,7.0950823
5.2207017,7.759627,5.9899106,-0.13615118,8.144212
4.239922,2.8544981,4.7099514,0.9420081,7.493696
1.0444752,5.1718426,5.1380587,1.1297548,8.31766
6.3989625,4.363501,3.8407342,0.6508733,7.6671777
4.03171,2.7933455,4.919399,0.9148782,7.505907
6.3158693,6.7770605,6.2387424,-0.17052999,7.4388223
0.7133298,7.7526007,4.2036867,-0.11841436,8.775867
3.9232984,2.7595663,4.947781,1.0205777,7.2458715
2.5058706,7.985807,5.3980117,0.90774477,7.3798194
0.46225557,6.2619476,2.906718,0.21785577,7.380617
5.967058,6.5287924,5.8422503,-0.26206237,7.492982
1.1061152,7.744022,4.6264977,-0.19607317,8.761637
6.2529764,6.6877193,6.3698864,-0.9653843,8.644235
0.7438561,7.989801,4.3308735,0.02591897,8.9024315
1.4505731,7.934686,5.8345795,0.4723708,7.0567226
0.52880746,6.3695583,2.9175024,0.25236505,7.377598
1.1665456,7.575916,5.5799894,1.3803012,7.3031416
1.400122,5.865607,4.8626485,1.3888322,7.1194286
3.310169,7.691708,4.318675,-0.21097109,5.8623424
6.7187815,8.533587,6.2208996,-0.26283845,7.865579
1.4120195,7.7153482,5.9382515,0.5488706,6.997837
0.4641817,7.903796,4.250249,-0.3187433,8.810457
2.5612674,7.8134117,4.9426064,0.43437758,7.7343035
6.668234,8.337249,6.321751,-0.19335806,7.6862335
6.4490495,7.8217616,6.6181235,-0.08466489,7.3169074
6.365265,6.7774377,6.2422533,-0.20510791,7.475706
3.728848,5.083679,5.9560924,0.2373625,7.482869
1.4930702,6.6340427,4.0639606,-0.9171821,5.788417
0.4066401,7.374225,3.4895306,0.31148067,7.9803615
4.651619,7.952114,4.917493,-0.006246195,6.4374623
0.30710882,7.92257,4.724517,-0.25549054,8.598348
5.7835617,7.486639,5.739368,-0.31618118,8.083482
4.397078,3.0559087,4.3466196,1.0132872,7.320268
5.149564,6.77083,6.05938,0.2117335,7.2094917
3.7445257,3.41524,5.7050514,0.6488756,7.1508136
6.1057377,3.8607314,3.4453838,0.78252363,7.6353893
1.453395,5.7239304,4.8147526,1.2741526,7.063749
1.0752887,7.478812,5.0503426,0.15976271,8.694611
1.4450212,7.9045835,5.803531,0.44480002,7.074038
6.39617,4.1268353,3.810876,0.87094384,7.3306546
4.166928,2.78189,4.4522552,1.0250055,7.3352504
5.951716,3.770045,3.3979952,0.8285494,7.413785
1.2036618,6.048552,4.1927605,-0.10424053,6.70056
0.37850896,7.035148,5.053832,-0.22193883,8.157648
6.0497785,5.4102006,6.823164,0.30360946,7.389754
2.4654078,7.537385,5.0550566,0.96672416,7.610724
6.249547,7.1305456,6.0460157,-0.4283033,7.8169503
7.739205,4.850513,4.579711,0.08049554,7.078369
1.0675242,7.248865,3.244154,0.6328647,7.8244114
5.4915257,4.584094,6.6773396,0.17711106,7.014452
6.479516,7.7061734,6.6401916,-0.07836813,7.219077
7.6141205,7.1253905,5.601418,0.38844192,6.649749
6.34634,4.076813,3.623495,0.8897852,7.5452046
7.624663,7.132657,5.5975685,0.3909864,6.641615
1.7048022,6.9253144,3.9634528,-0.41605768,5.084522
6.343083,3.9400113,3.5559478,0.9827841,7.4766755
5.9792485,5.3069034,6.699284,0.24923289,7.5956883
7.447295,7.3571253,7.556451,0.71362805,6.7681494
6.647703,8.499688,6.1827064,-0.30407557,7.895875
5.8493824,7.933857,6.7466283,0.29070923,7.303533
7.892857,7.4818907,7.549837,1.0042696,6.479859
6.1000633,3.9732547,3.7116344,0.8649518,7.462374
1.3019837,5.8921113,5.031812,-0.16380984,6.9000764
6.758149,5.363781,5.5203815,-0.06248437,7.586383
0.38304126,7.8011756,4.4478273,-0.22631356,8.804812
1.2220954,6.2014284,5.00786,1.4728311,7.0869274
0.047386583,7.712365,4.127756,-0.16578169,8.505763
1.2605872,5.1104035,4.755253,1.2753164,7.9154572
6.0801497,5.602771,7.140279,-0.9242004,8.894019
1.222128,5.437241,4.2981796,1.195972,7.7512116
1.7185673,5.2158313,4.6615744,0.37070918,7.0683937
2.8094273,3.7381916,5.296321,0.7458548,6.9497004
7.7138925,5.3411283,3.6220553,0.9743728,6.892554
5.936533,6.5364237,6.916184,-0.35002118,7.953014
0.8518709,7.2185035,3.89727,0.7270874,7.6837287
0.3361084,7.9334164,4.637674,-0.18942468,8.567118
6.4099135,4.6062145,3.8324912,0.5072822,7.742185
6.0272765,7.406537,6.39381,0.01569705,7.430299
0.8426458,6.166151,3.7970893,0.20327239,7.2484603
1.4952062,7.57103,5.5968957,1.7416703,7.1850853
7.3706336,7.2839413,7.4924192,0.73843455,6.7667527
5.3091693,5.6032376,6.686323,0.19924745,7.323082
0.35771325,7.845464,4.759715,-0.29581967,8.546956
2.6367228,7.65613,4.431492,-0.28010207,5.7268033
4.7140827,8.028111,5.0167336,-0.026252583,6.599049
4.922971,5.7086983,6.276752,0.21926188,7.3819423
5.5254865,7.3887124,5.90226,-0.0008900059,7.334649
3.2738545,7.5312834,6.313527,0.6065029,7.26781
3.8070312,2.9024763,5.757694,0.8343534,7.1035967
1.8761407,7.5372977,4.208265,0.24327502,7.944626
1.7061919,4.6594834,4.917729,1.3166834,7.8634796
2.8561807,3.701772,5.3620405,0.6870455,6.950618
6.0131626,3.773617,3.2523887,0.8730326,7.8646226
4.9259763,5.709827,6.2752104,0.21550429,7.381523
6.3666196,5.795444,7.280576,0.12618151,7.647745
1.6634815,6.8926735,4.289534,-0.24910203,7.450916
6.7460666,8.319862,6.343701,-0.1876705,7.6240535
6.3589163,4.5694675,3.831476,0.53763795,7.7699733
0.5328974,6.659211,5.7837462,0.54355115,8.617513
1.3947811,7.9439754,6.0126348,0.6349225,7.0497813
5.460762,4.6857176,6.7688026,0.29074243,7.2565894
4.198014,2.7598743,4.7715454,0.95935434,7.468727
4.656766,3.3834808,4.4568286,0.9798496,7.405482
1.8964391,7.4525647,4.7823977,-0.016820956,6.71054
5.286674,7.8436227,5.6186857,-0.13380466,6.872869
6.395405,6.410802,7.2898703,-0.05636636,7.7767687
3.8341787,2.9282954,5.7812843,0.82037973,7.115675
5.468548,5.188223,6.875761,0.22249262,7.267274
3.6161492,2.616364,5.004901,0.94350004,7.195901
1.4369247,5.823651,4.6350713,0.90583736,6.912199
5.498828,7.3994536,6.427294,0.3025257,7.2590733
1.248888,6.0855494,4.9410653,1.4232509,7.113269
3.6134875,5.012674,5.872109,0.25650036,7.4513183
2.5867884,7.7500205,5.0486565,0.68538445,7.569272
0.07845889,7.7386866,4.539948,-0.12053524,8.363883
4.4881945,3.8298478,4.0551877,0.747359,7.489108
1.2333282,6.1444435,4.967923,1.4431487,7.075686
5.669816,4.687294,6.7450905,0.2871947,7.1898427
0.5307574,6.0186963,4.1589885,0.3962952,7.709876
1.3277688,5.4446883,4.451015,1.1729985,7.5912747
2.7268896,7.8149457,5.205636,0.739865,7.495842
6.3110414,6.073046,7.2006607,-0.14525314,7.9264603
7.2639956,7.208878,7.592151,0.7360338,6.82369
2.978994,3.330305,5.238954,0.71597815,7.1409607
5.698917,6.0044785,7.1269274,0.26187778,7.042221
6.9760637,7.2387266,6.7490907,0.03217661,7.2180824
3.7789514,5.262557,6.007464,0.17915994,7.4584794
1.4170008,7.326664,5.701593,1.5521538,6.9916544
0.3854722,6.1890216,4.980625,0.8666901,8.799264
0.68491316,7.215431,3.459275,0.5244308,7.884973
1.4064274,5.8814106,5.122109,-0.2682659,6.8803515
6.4484396,5.085069,4.3107786,0.40627548,7.4997163
6.3910313,6.2242556,7.293386,0.00824544,7.7476187
6.177076,7.280296,5.963277,-0.3222921,8.060903
3.077663,3.8176143,5.046459,0.67084396,7.3050885
5.8436303,6.049213,6.5100665,0.08456047,7.51824
5.4799123,3.413325,3.7662518,0.9982817,7.195074
0.72207654,7.4131565,5.117288,0.11014569,8.766148
1.2040493,6.305813,5.106987,1.5702842,7.1568317
0.53206694,6.501865,2.9241443,0.30726448,7.4690423
6.994682,6.9089656,5.4554734,0.07344091,7.4167285
6.02083,5.366772,6.663066,-0.31565624,8.200399
2.4629085,7.9751415,5.4141483,0.93079525,7.3578076
6.2740536,7.3317175,6.3226557,-0.051919814,7.393347
1.2336934,6.3163686,5.065406,1.5202783,7.1096263
6.799907,5.516215,5.6096425,-0.1836438,7.6909504
2.476281,7.5457296,5.067514,1.0262086,7.594645
7.8479886,7.4444823,7.561437,0.9912798,6.5041285
6.561867,7.2519298,6.031465,0.2309428,6.7291384
5.4724126,7.3885098,6.3626065,0.17103294,7.3435946
4.3482723,2.9205103,4.339572,1.1363637,7.4418406
6.1997304,7.1462903,6.154483,-0.57049006,7.9657288
1.9101577,7.9224114,5.0015492,0.24342218,8.202064
0.3903589,6.1815534,4.984988,0.87036717,8.795311
1.8226465,4.704548,4.670326,0.7054876,6.880571
5.4827642,7.6871834,6.316613,-0.20536782,7.7059507
6.0463986,6.402579,6.1400924,-0.21736923,7.6659346
1.1860168,5.2933497,4.7010913,1.1572274,7.9344916
0.6547487,7.8070455,4.1963115,-0.050568793,8.892869
5.8078485,6.837335,7.175437,0.13656376,7.1121254
3.699632,2.9678135,5.4275475,0.8288579,7.355791
4.200691,2.836223,4.663042,0.96977264,7.432693
6.243757,4.034189,3.5260205,0.74909365,7.6387515
5.4224157,7.6396604,6.743136,0.15975305,7.227905
6.1429853,7.909545,5.960231,-0.21592884,7.9809313
5.080645,7.700773,5.85439,-0.24031946,8.061682
5.7840066,6.5483537,5.979055,-0.08092851,7.3315315
5.797447,5.405295,6.828044,0.18635066,7.262182
1.2197559,5.427557,4.316171,1.1953828,7.744947
2.0332007,7.5294795,4.8397098,0.00011738351,6.614908
4.7728767,6.3165245,6.2069707,0.04503738,7.6232314
3.0021975,3.3749695,5.3020515,0.68317544,7.086473
6.757432,7.0759125,7.323564,0.4721655,7.0408516
6.4534388,6.9081745,7.2341995,0.32583484,7.1895514
5.6318665,4.9372888,6.408741,0.13357323,7.1202354
1.7185065,7.094608,4.0347767,-0.48998708,5.2079186
1.9401824,7.0318065,3.8439212,-0.28912267,4.9417176
1.9113476,7.925463,5.003098,0.24274227,8.205808
6.369126,3.8825002,3.592113,1.1819137,7.4639926
1.7381698,7.760159,5.0497923,0.2555409,8.271769
5.5278068,7.648876,6.2003613,-0.18908928,7.8558
6.1190352,3.7433329,3.3863318,0.79806405,7.5337024
3.1497786,7.6197133,6.242558,0.6600962,7.236441
5.4112186,7.6015224,6.762476,0.14652252,7.2393394
3.1412652,7.6177106,4.2700095,-0.23400998,5.8286934
1.2692262,7.4485297,5.39778,1.5210466,7.3351436
7.567429,7.0761037,5.561973,0.35448658,6.706121
1.6887174,5.658109,4.864664,1.3274683,7.122093
0.71983707,7.5244923,4.2033424,0.042979654,8.638262
1.6904049,7.0948253,4.3859043,-0.31650758,7.486212
1.3440334,6.482636,4.0032644,-0.7771582,6.14546
1.2008812,7.941829,4.8979454,0.50504595,7.9291954
1.6587994,7.0442314,4.029492,-0.5030591,5.1665854
1.3577867,6.566919,3.9906824,-0.87887657,6.0824237
5.075235,3.3947108,3.759814,0.9449152,7.7709274
0.37402648,7.7356114,4.6022563,-0.23286703,8.756281
2.2301,7.9460616,5.689103,0.6989326,7.026103
3.1596339,7.6131296,6.2516413,0.65879816,7.238818
6.050628,5.3925595,6.824546,0.31935862,7.382772
2.1974096,7.6386766,4.9194326,0.06382382,6.6166515
1.0487882,5.1648707,5.139337,1.1307024,8.316768
3.8979986,8.014855,4.924598,0.1405083,6.7270513
1.9676882,6.995879,3.8105679,-0.24957983,4.9904084
6.809046,5.4989414,5.570086,-0.1583392,7.665987
4.6653914,7.998735,5.084538,0.02391557,6.6614013
3.1010144,8.001147,5.1707244,0.43430024,7.2207866
0.52342105,7.272379,3.398628,0.38995185,7.889477
0.5645073,6.2259345,3.0124702,0.2125989,7.2218037
1.6491307,7.168618,4.0849447,-0.5825536,5.203003
2.8036938,3.7320821,5.3656254,0.7073869,6.9090533
3.1364818,3.4339247,5.456887,0.6004315,7.0219283
1.277506,5.1513877,4.7427025,1.2903374,7.858493
6.2526298,4.332157,3.7207956,0.61534965,7.6894197
6.2296734,7.067758,6.1773133,-0.79992926,8.192662
1.9240425,6.990069,3.8475695,-0.28109425,4.942438
5.3527803,7.929675,5.4215646,-0.17215373,6.780458
7.654818,4.915688,4.586512,0.08676469,7.140033
6.919217,4.9770975,4.855806,0.3241676,7.4824176
5.706668,4.8647704,6.6761484,0.17775303,7.3174577
0.101625785,6.966534,4.1287613,0.25387838,8.23694
3.8199792,5.226906,6.00564,0.20794038,7.476744
6.3013024,5.703618,7.2824216,0.078201905,7.705068
7.3810034,5.421006,4.3316092,0.27051178,7.718288
1.3549056,5.4609904,4.423615,1.1163226,7.4990945
6.738555,5.3498464,5.5370407,-0.057422232,7.58262
3.0224917,7.7002645,6.0265603,0.62445813,7.1859746
4.184055,2.8711176,4.4939923,1.0039572,7.279998
6.758811,8.550502,6.255403,-0.2549597,7.828226
6.1061635,7.446386,5.9576106,-0.36349508,7.997714
6.296511,4.396441,3.7442367,0.6199593,7.6956186
5.9489393,6.5152545,5.846851,-0.24555597,7.465745
6.043622,6.46699,6.004706,-0.17139687,7.3952656
0.5455611,6.2896953,3.0320697,0.22476025,7.3554077
0.49801588,7.2857246,3.384589,0.38772053,7.896355
1.3397638,5.4026117,4.1241674,-0.08675705,6.58745
6.2751126,6.656382,6.398186,-0.99303645,8.674624
5.4313135,5.163621,6.8525715,0.22093031,7.282071
1.0390755,6.4140415,4.6675277,0.2686908,7.055175
0.14309543,7.6593256,4.3637123,-0.049669717,8.310372
1.4338816,7.6844645,5.0708537,0.9048409,7.6206675
0.5469558,7.4243336,3.8658068,0.783991,8.01355
1.6007426,7.479651,4.2538133,-0.7429831,5.3615627
1.6409105,4.560435,4.9340396,0.94515955,7.924241
1.0915049,7.304159,3.6250834,0.48021132,7.8497124
2.4475856,7.9565644,5.326692,1.0030895,7.453003
5.691071,6.5823646,6.711958,-0.29748774,7.900757
1.4475341,5.9163456,5.089866,-0.27370945,6.840526
6.363165,5.720911,7.1216054,0.2818371,7.429747
6.1701255,6.247051,6.9929147,0.14274849,7.2800384
1.6449212,7.710058,4.976171,0.57299834,7.6399417
